小区名称,户型,面积,区域,楼层,朝向,单价（平方米）Y,建筑时间
场中路2401弄,1室0厅,40,闸北,高区/6层,朝南,56250,1987年建
时代鑫都,1室1厅,73.23,闸北,高区/3层,朝北,40966,2001年建
慧芝湖花园,1室2厅,79.18,闸北,低区/36层,朝南,92194,2011年建
中山北路805弄,2室0厅,53.79,闸北,中区/7层,朝南,69715,1986年建
天道俪晶国际公寓,1室0厅,33.73,闸北,中区/31层,朝南,83012,2005年建
兴泉小区,1室0厅,39.05,闸北,中区/6层,朝南,53777,1995年建
永盛苑,2室2厅,123.31,闸北,低区/32层,朝南,59200,
中兴财富国际公寓,2室2厅,90.44,闸北,低区/34层,朝东南,72976,
时代鑫都,1室1厅,73.23,闸北,中区/3层,朝北,39874,2001年建
时代鑫都,1室1厅,73.23,闸北,高区/3层,朝北,40966,2001年建
慧芝湖花园,2室2厅,87.81,闸北,高区/36层,朝南北,105910,2011年建
五月花都荟豪庭（公寓）,1室0厅,48.82,闸北,高区/38层,朝南,89102,2011年建
三泉家园,3室2厅,116.84,闸北,中区/11层,朝南北,47928,
唐家沙小区,2室1厅,46.11,闸北,低区/6层,朝南,75905,1985年建
永和二村,1室0厅,31.43,闸北,中区/6层,朝南北,63633,1995年建
慧芝湖花园,5室2厅,186.69,闸北,低区/36层,,89988,2011年建
上海滩大宁城（公寓）,3室2厅,94.28,闸北,高区/22层,朝南北,100763,2012年建
宁和小区,1室1厅,44.25,闸北,高区/6层,朝南,82485,1992年建
复地新都国际,3室2厅,157.42,闸北,中区/30层,朝南北,101638,2011年建
中海万锦城（二期）,2室2厅,95.05,闸北,中区/19层,朝西南,61020,2012年建
天东小区,2室2厅,88.11,闸北,低区/18层,朝东南,77176,1999年建
平顺路721弄,1室1厅,40.31,闸北,高区/6层,朝南,55073,1990年建
粤秀苑,2室1厅,68.83,闸北,中区/7层,朝南北,75548,1997年建
闻喜小区,1室0厅,34.72,闸北,高区/6层,朝南,59907,1985年建
上海滩大宁城（公寓）,3室2厅,174.09,闸北,低区/22层,朝南北,93055,2012年建
蒙特利名都城,1室2厅,83.02,闸北,低区/37层,朝南,90339,2007年建
共和新路2103弄,1室1厅,36.04,闸北,高区/6层,朝南北,67980,1979年建
中心铂庭,1室0厅,37.1,闸北,低区/27层,朝南,47978,2010年建
大宁路660弄,3室1厅,66.54,闸北,高区/6层,朝南北,75142,1992年建
慧芝湖花园,3室2厅,153.88,闸北,低区/31层,朝南北,90979,
慧芝湖花园,4室2厅,141.12,闸北,高区/36层,朝南北,97789,2011年建
保平小区,2室1厅,76.21,闸北,低区/13层,朝西南,47237,1993年建
卓悦居,2室2厅,92.34,闸北,低区/37层,朝南北,93134,2009年建
和玉苑,2室2厅,98.89,闸北,高区/17层,朝南北,66740,
北美公寓,3室2厅,144.21,闸北,低区/11层,朝南北,61022,2001年建
鸿泽苑,2室2厅,94.12,闸北,高区/6层,朝南北,50467,1999年建
广兴公寓,2室2厅,100.5,闸北,低区/25层,朝南,59701,
保德公寓,1室1厅,42.2,闸北,高区/6层,朝南北,46208,1996年建
阳城贵都,2室2厅,142.67,闸北,低区/11层,朝南北,50466,2008年建
灵广大厦,4室2厅,153.34,闸北,中区/25层,朝南北,45650,1997年建
新弘国际公寓,2室2厅,99.76,闸北,低区/32层,朝南,80192,2008年建
锦沧公寓,3室3厅,133.2,闸北,高区/6层,朝南北,56306,2000年建
洛川东路400弄,1室0厅,29.84,闸北,高区/7层,朝北,60321,1981年建
凯鹏国际大厦,3室2厅,137.87,闸北,高区/25层,朝西北,44969,
和福花苑,2室2厅,118.62,闸北,高区/19层,朝南,54796,
中山家具大厦,3室2厅,133.57,闸北,中区/24层,朝西,54652,1996年建
慧芝湖花园,1室2厅,78.68,闸北,中区/29层,朝南,88967,2012年建
明园森林都市,3室2厅,176.58,闸北,中区/33层,朝南北,75319,2013年建
和源大楼,1室0厅,42.59,闸北,低区/9层,朝西南,42263,2010年建
阳城美景,5室3厅,154.84,闸北,高区/6层,朝南北,54895,2005年建
粤秀苑,2室2厅,90.3,闸北,高区/6层,朝南北,68660,
和兰苑,2室2厅,101.32,闸北,低区/11层,朝南北,77970,2001年建
共和新路4605弄,2室1厅,71.09,闸北,高区/13层,朝南北,58376,1994年建
岭南小区,2室1厅,53.35,闸北,高区/6层,朝南北,50609,
岭南小区,2室1厅,52.19,闸北,高区/6层,朝南,49817,
大宁路660弄,1室0厅,47.2,闸北,低区/12层,朝,88983,1993年建
恒基不夜城,2室2厅,91.04,闸北,高区/30层,朝北,52724,1996年建
临汾路1320弄,1室1厅,43.54,闸北,中区/6层,朝南,55810,1995年建
协和大厦,2室1厅,72.47,闸北,高区/20层,朝南,73133,2003年建
恒安大厦,3室2厅,135.4,闸北,中区/24层,朝南北,66322,
三泉公寓,3室2厅,150.92,闸北,高区/6层,朝南,46382,1999年建
北海新苑,1室1厅,44.93,闸北,高区/6层,朝南,51190,1994年建
场中路2401弄,1室0厅,38.18,闸北,低区/6层,朝南北,60240,1986年建
万荣阳光苑,2室2厅,101.56,闸北,中区/14层,朝南北,65970,2003年建
永和二村,2室1厅,61.07,闸北,高区/6层,朝南,54036,1995年建
华祺苑,3室2厅,153.28,闸北,低区/29层,朝南北,78288,
和源大楼,1室0厅,27.52,闸北,中区/9层,朝东,61046,2010年建
金峰大厦,3室2厅,119.33,闸北,高区/29层,朝东南,62850,
昌盛苑,5室2厅,157.62,闸北,高区/6层,朝南北,41872,1999年建
峥宸苑,2室2厅,110.17,闸北,中区/11层,朝南北,79876,
紫兰苑,5室3厅,237.14,闸北,高区/6层,朝南北,50603,2000年建
精文城上城,4室2厅,203.38,闸北,高区/29层,朝南北,69820,2004年建
悠和家园,4室3厅,113.71,闸北,低区/29层,朝南北,72992,2006年建
中海万锦城（二期）,2室1厅,83.66,闸北,中区/16层,朝南,63351,2012年建
中华新路455弄,2室0厅,55.19,闸北,高区/6层,朝南,59793,1964年建
永灵小区,4室3厅,192.38,闸北,高区/6层,朝南北,38361,1998年建
东方公寓（闸北）,3室2厅,166.17,闸北,中区/20层,朝南,48023,1998年建
星城花苑,2室1厅,68.67,闸北,低区/13层,朝南北,52424,1992年建
金峰大厦,3室1厅,108.81,闸北,低区/29层,朝西北,60656,
龙盛佳苑,2室1厅,78.32,闸北,中区/15层,朝,71501,2011年建
上海滩大宁城（公寓）,3室2厅,96.51,闸北,高区/32层,朝南北,86001,2011年建
康泉小区,1室1厅,42.07,闸北,高区/6层,朝南,52293,1995年建
闻喜小区,2室0厅,34.96,闸北,高区/6层,,61498,1985年建
保德公寓,2室1厅,74.63,闸北,高区/6层,朝南,53597,1997年建
平顺路980弄,1室1厅,41.96,闸北,低区/6层,朝南,53622,1993年建
宏业公寓,4室2厅,162.75,闸北,中区/5层,朝西,64516,1999年建
银都一村（闸北）,1室1厅,49.29,闸北,低区/6层,朝南,55183,1995年建
永和二村,1室0厅,34.93,闸北,高区/6层,朝南,51531,1995年建
永和二村,1室1厅,30.49,闸北,中区/6层,朝南,72154,1995年建
阳城花园,5室3厅,206.68,闸北,高区/11层,朝南北,62415,2001年建
永和东村,2室1厅,62.23,闸北,高区/6层,朝南北,54636,1998年建
共康四村,2室1厅,64.4,闸北,高区/6层,朝南北,44254,1995年建
佳宁花园,3室2厅,129.64,闸北,低区/11层,朝南北,68651,2002年建
中海万锦城（一期）（公寓）,2室2厅,88.3,闸北,低区/20层,朝南,92298,2010年建
共康四村,2室1厅,64.13,闸北,中区/6层,朝南,52705,1995年建
景凤路205弄,2室0厅,54.67,闸北,中区/6层,朝南北,53045,1995年建
万荣小区,2室1厅,66.64,闸北,高区/6层,朝南,60774,1994年建
金纺小区,2室1厅,98.04,闸北,低区/25层,朝南,62219,1998年建
复地新都国际,3室2厅,150,闸北,低区/32层,朝南北,96666,2011年建
中海万锦城（二期）,2室0厅,37.16,闸北,低区/16层,朝西北,88805,2012年建
慧芝湖花园,3室2厅,148.26,闸北,低区/36层,朝南,87683,
五月花都荟豪庭（公寓）,1室1厅,76.11,闸北,高区/38层,朝南,82774,2011年建
慧芝湖花园,9室5厅,285,闸北,低区/36层,朝南北,64912,2011年建
闻喜路251弄,1室0厅,40.81,闸北,中区/6层,朝南,58809,1987年建
万荣小区,2室2厅,86.97,闸北,高区/6层,朝南北,55191,1996年建
阳曲路570弄,2室0厅,49.6,闸北,中区/4层,朝南北,51612,1992年建
阳城书院,3室2厅,97.31,闸北,高区/14层,朝南北,97626,
阳曲路470弄,2室1厅,45.86,闸北,低区/6层,,66506,1992年建
共康四村,2室1厅,76.92,闸北,中区/6层,朝南,50052,1997年建
歌林春天馨园,3室2厅,146.64,闸北,低区/16层,朝南北,71603,2004年建
康悦亚洲花园,3室2厅,117.06,闸北,中区/14层,朝南,62959,2009年建
永乐苑,2室1厅,75.16,闸北,高区/7层,朝南北,73177,1998年建
绿雅苑,2室2厅,87,闸北,中区/6层,朝南,56321,2002年建
阳曲路50弄,2室0厅,50.79,闸北,高区/6层,朝南,50206,1988年建
永和东村,2室2厅,69.69,闸北,高区/6层,朝南北,53092,1998年建
歌林春天馨园,4室2厅,150.69,闸北,低区/16层,朝南,79633,2002年建
永和东村,2室1厅,69.69,闸北,高区/6层,朝南北,53809,1998年建
共康四村,2室1厅,53.6,闸北,中区/6层,朝南北,52238,1995年建
永乐苑,2室2厅,93.48,闸北,低区/12层,朝南北,74882,
万荣小区,2室1厅,66.64,闸北,中区/6层,朝南,58523,1996年建
景凤小区,2室1厅,54.8,闸北,中区/6层,朝南北,54562,1993年建
临汾路1515弄,2室0厅,51.75,闸北,中区/6层,朝南北,51207,1995年建
绿苑（闸北）,2室2厅,75.19,闸北,高区/6层,朝南北,67828,1997年建
临汾花园,3室2厅,85,闸北,高区/6层,朝南北,52941,1997年建
宁泰馨苑,2室1厅,75.79,闸北,低区/12层,朝南,87082,
共康四村,2室1厅,67.64,闸北,低区/6层,朝南,50266,1995年建
汾西小区,2室0厅,51,闸北,低区/5层,朝南,58823,1991年建
临汾花园,2室1厅,74.89,闸北,高区/6层,朝南,52076,
临汾花园,2室2厅,84.2,闸北,中区/6层,朝南,58313,1997年建
保德路425弄,2室1厅,61.76,闸北,低区/6层,朝南,56670,1989年建
保德路241弄,2室1厅,57.65,闸北,高区/6层,朝西,50303,1994年建
广中西路818弄,1室1厅,50.67,闸北,低区/6层,朝南北,70061,1993年建
龙馨嘉园,2室2厅,91.95,闸北,中区/11层,朝南北,58727,2004年建
绿苑（闸北）,2室1厅,83.5,闸北,低区/6层,朝南北,65269,1997年建
亿润苑,2室2厅,105.09,闸北,低区/6层,朝南北,77076,2005年建
成亿花园,3室2厅,126.91,闸北,低区/11层,朝南北,54763,2003年建
景凤路521弄,2室0厅,41,闸北,高区/6层,朝南北,53658,1993年建
成亿花园,1室2厅,57.28,闸北,高区/6层,朝南,58484,2003年建
临汾路1565弄,1室1厅,43.77,闸北,高区/6层,朝南,47978,1994年建
绿苑（闸北）,3室2厅,114.07,闸北,低区/6层,朝南北,67064,1997年建
景凤路380弄,2室1厅,59.89,闸北,高区/6层,朝南,55101,1992年建
金纺小区,2室2厅,106.86,闸北,低区/25层,朝南,58019,1998年建
共康三村,2室1厅,60.47,闸北,高区/6层,朝南北,46303,1995年建
万荣小区,2室1厅,67.74,闸北,低区/6层,朝南,67906,1998年建
昌林公寓,1室1厅,50.17,闸北,高区/6层,朝南北,53817,
金纺小区,2室2厅,81.72,闸北,高区/6层,朝南北,61184,1996年建
兴泉小区,2室1厅,63.76,闸北,高区/6层,朝南,45953,1995年建
彭新小区,1室0厅,28.13,闸北,高区/6层,朝南,69321,1985年建
歌林春天馨园,4室2厅,161.32,闸北,中区/7层,朝南北,80585,2003年建
华侨城苏河湾（商住）,2室2厅,151,闸北,高区/22层,朝南北,77814,
望景苑,3室2厅,153.57,闸北,中区/11层,朝南北,81396,2002年建
龙馨嘉园,3室2厅,88.36,闸北,高区/6层,朝南北,65074,2004年建
汾西路400弄,1室0厅,30.36,闸北,高区/6层,朝南,59288,1987年建
昌林公寓,2室1厅,83.42,闸北,低区/6层,朝南北,47950,1996年建
牡丹苑（闸北）,2室1厅,49.23,闸北,高区/6层,朝,63985,
大宁瑞仕花园,1室2厅,69.51,闸北,高区/27层,朝南,107898,2013年建
绿洲雅宾利花园（二期）,3室2厅,188.47,闸北,低区/32层,朝南北,74282,2010年建
永和二村,1室0厅,31.33,闸北,中区/6层,朝南,63836,1995年建
中星馨恒苑,2室2厅,85,闸北,高区/18层,朝南,72705,2014年建
时代鑫都,1室1厅,73.23,闸北,高区/3层,朝北,40966,2001年建
中山北路805弄,1室0厅,34.29,闸北,中区/6层,朝南北,69991,1982年建
三泉路517弄,1室1厅,41.26,闸北,低区/6层,朝南,51866,1993年建
五月花都荟豪庭（公寓）,2室2厅,119.86,闸北,高区/33层,朝西南,83430,2011年建
慧芝湖花园,2室2厅,84.26,闸北,中区/29层,朝西南,94944,2012年建
复地新都国际,1室2厅,77.99,闸北,低区/30层,朝南,91678,2011年建
中海万锦城（三期）（公寓）,3室2厅,137.03,闸北,中区/38层,朝南北,83923,2014年建
南星小区,2室1厅,65.9,闸北,中区/20层,朝东北,64491,1985年建
灵石路896弄,1室1厅,45.4,闸北,高区/6层,朝南北,61674,1994年建
中华新路893弄,1室1厅,41.63,闸北,中区/5层,朝南,67259,1980年建
延长小区（闸北）,2室1厅,50.77,闸北,高区/6层,朝南北,68938,1980年建
宁和小区,2室1厅,57.46,闸北,低区/6层,朝南,80925,1992年建
复元坊,2室1厅,49.38,闸北,高区/6层,朝南北,70878,1993年建
岭南路700弄,2室1厅,58.37,闸北,高区/6层,朝南北,47969,1990年建
东方明珠大宁公寓,3室2厅,109.37,闸北,低区/25层,,74060,1998年建
康泉小区,2室1厅,54.4,闸北,高区/6层,朝东,48713,1995年建
阳城美景,2室2厅,89.08,闸北,低区/6层,朝南北,67355,2005年建
绿洲雅宾利花园（一期）,3室2厅,118.97,闸北,中区/32层,朝南北,96663,2007年建
慧芝湖花园,2室2厅,90.7,闸北,高区/32层,朝南,101433,
宁和小区,2室1厅,56.8,闸北,高区/6层,,82746,
洛川东路400弄,2室0厅,44.26,闸北,高区/7层,朝西,58743,1981年建
汉中小区,3室1厅,90.54,闸北,中区/27层,朝西南,71791,
大宁新村,2室1厅,62.19,闸北,中区/7层,朝南,77182,
平型关路615弄,2室1厅,60.71,闸北,高区/6层,朝南北,70828,1998年建
兴泉小区,1室1厅,41.59,闸北,高区/6层,朝南,51695,1995年建
乐业公寓,2室2厅,94,闸北,高区/6层,朝南北,67021,
东方明珠大宁公寓,3室2厅,113,闸北,低区/24层,朝南北,75221,1997年建
沪金大楼,2室0厅,85.47,闸北,中区/26层,朝南,94770,
保德公寓,1室1厅,61.97,闸北,低区/6层,朝南北,56478,1997年建
芷江西路123弄,2室1厅,63.63,闸北,中区/4层,朝南北,67578,1954年建
奔腾新干线,1室1厅,57.71,闸北,低区/32层,朝南,86640,2003年建
恒安大厦,3室2厅,135.4,闸北,低区/24层,朝南北,66469,
阳城花园,2室2厅,86.93,闸北,中区/6层,朝南北,72472,2002年建
协和大厦,2室2厅,103.56,闸北,低区/24层,朝东南,60834,2005年建
永和一村,3室1厅,100.21,闸北,高区/6层,朝南北,56880,1995年建
卓悦居,1室2厅,64.4,闸北,低区/37层,朝南,108695,2009年建
精文城上城,3室2厅,142,闸北,高区/30层,朝南北,77464,2004年建
和源大楼,1室0厅,43.65,闸北,中区/9层,朝东,36655,2010年建
场中路2765弄,3室2厅,121.32,闸北,低区/6层,朝南,54401,2000年建
上大东村,1室0厅,33.79,闸北,低区/13层,朝南,73986,1987年建
岭南路700弄,2室1厅,73.5,闸北,高区/6层,朝南北,57142,1990年建
灵石路896弄,1室1厅,45.4,闸北,中区/6层,朝南,61674,1994年建
中海万锦城（二期）,2室2厅,95.05,闸北,低区/19层,朝西南,68385,2012年建
中山北路805弄,2室0厅,58.71,闸北,高区/7层,朝南,64384,1990年建
延平小区,1室1厅,48,闸北,中区/5层,朝南北,68750,1983年建
永和家园,3室2厅,135.16,闸北,中区/7层,朝南北,70287,2007年建
保德路1010弄,1室1厅,43,闸北,低区/6层,朝南北,69767,1992年建
临汾路541号,1室0厅,37.16,闸北,高区/6层,朝南,56512,1990年建
安源小区,2室1厅,76.03,闸北,低区/25层,朝东南,74970,
场中路2107弄,1室0厅,35.21,闸北,高区/7层,朝南,62482,1995年建
共和新路4605弄,2室1厅,61.72,闸北,低区/13层,朝南北,54277,1994年建
平顺路834弄,2室1厅,42.96,闸北,低区/6层,朝南北,53538,1990年建
龙潭小区,2室2厅,80.6,闸北,高区/6层,朝南,48387,1995年建
凯鹏国际大厦,3室2厅,137.87,闸北,高区/25层,朝西北,44969,
和兰苑,2室2厅,98.9,闸北,低区/6层,朝南北,78867,2001年建
曲沃路35弄,1室1厅,40.87,闸北,高区/6层,朝南,50159,1994年建
绿厦小区,2室0厅,64.41,闸北,低区/9层,朝南,69864,1982年建
龙潭小区,1室1厅,50.16,闸北,高区/6层,,51834,1995年建
华舟小区,4室2厅,170.44,闸北,高区/27层,朝西南,48697,1997年建
凯鹏国际大厦,2室2厅,137.87,闸北,中区/25层,朝南,54399,
延长小区（闸北）,1室0厅,32.07,闸北,高区/6层,朝南,84190,1980年建
新弘国际公寓,2室2厅,105.29,闸北,高区/32层,朝南,80729,2008年建
柳营路1025弄,3室0厅,60.08,闸北,高区/6层,朝南,64913,1985年建
永灵小区,3室1厅,115.63,闸北,高区/6层,朝南北,64862,2001年建
精文城上城,3室2厅,141,闸北,低区/28层,朝南北,78014,2004年建
保德路1120弄,2室0厅,53.94,闸北,中区/6层,朝南,59325,1992年建
止园路320弄,1室0厅,27.81,闸北,低区/7层,,100683,1987年建
共康前进公寓,3室1厅,95.41,闸北,高区/6层,朝南北,48212,1997年建
中山家具大厦,2室2厅,115.7,闸北,高区/24层,朝南北,58772,1996年建
悠和家园,2室2厅,89.91,闸北,低区/21层,朝南,83416,2006年建
卓悦居,2室2厅,90.55,闸北,高区/37层,朝东北,97183,2009年建
八方小区,1室1厅,66.69,闸北,中区/7层,朝西南,70475,1995年建
和诚公寓,3室2厅,135.63,闸北,中区/6层,朝南北,73730,2002年建
共康前进公寓,3室1厅,95.41,闸北,高区/6层,朝南北,48212,1996年建
宝昌路847弄,3室2厅,110.26,闸北,高区/7层,朝南北,57137,1994年建
闻喜路685号,1室1厅,41.97,闸北,高区/6层,朝南,52418,1977年建
岭南路50弄,2室1厅,53.54,闸北,高区/6层,朝南北,55098,1988年建
临汾路828弄,2室0厅,53.78,闸北,高区/6层,朝南北,53551,1993年建
宝昌路847弄,2室1厅,71.63,闸北,高区/7层,朝南北,64218,1994年建
三阳小区,1室1厅,39.33,闸北,高区/7层,朝西,71192,1987年建
卓悦居,2室2厅,92.33,闸北,中区/37层,朝南北,108307,2008年建
奔腾新干线,1室2厅,59.83,闸北,高区/32层,朝西南,75213,2003年建
富泉公寓,3室2厅,118.14,闸北,中区/28层,朝南北,74487,2006年建
八方小区,2室1厅,89.4,闸北,高区/6层,朝南北,71588,1995年建
和源大楼,1室1厅,40.42,闸北,中区/9层,朝西,44532,2010年建
宝丰大厦,3室2厅,146.41,闸北,高区/22层,朝东,46444,
和兰苑,3室2厅,133.92,闸北,低区/6层,朝南北,74671,2001年建
奔腾新干线,1室1厅,39.93,闸北,低区/32层,朝西,82644,2003年建
东方明珠大宁公寓,3室2厅,161.33,闸北,中区/11层,朝南北,86778,2002年建
广茂苑,2室2厅,71.51,闸北,低区/6层,朝南,68521,1998年建
绿洲雅宾利花园（二期）,3室2厅,188.47,闸北,中区/32层,朝南北,95505,2010年建
会文大楼,2室1厅,68.63,闸北,高区/18层,朝西北,65568,1992年建
协和大厦,3室2厅,142.07,闸北,低区/24层,朝南北,52790,2005年建
中心铂庭,1室1厅,45.5,闸北,高区/27层,朝北,43956,2010年建
卓悦居,2室2厅,92.33,闸北,高区/37层,朝南北,102891,2008年建
阳城书院,1室1厅,63.84,闸北,高区/14层,朝南,72055,2005年建
佳宁花园,3室2厅,147.75,闸北,中区/11层,朝南北,67005,
阳城世家苑,3室2厅,151,闸北,低区/14层,朝南,56291,2007年建
阳城美景,5室2厅,181.64,闸北,高区/6层,朝南,57806,2005年建
阳城书院,3室2厅,127.63,闸北,中区/14层,朝南北,70516,2005年建
万荣小区,1室1厅,41.08,闸北,低区/6层,朝南,60856,1994年建
三泉公寓,3室2厅,108.61,闸北,高区/6层,朝南,50639,1998年建
永乐苑,2室2厅,93.54,闸北,中区/12层,朝南北,70558,1999年建
保德路241弄,2室1厅,57.85,闸北,中区/6层,朝南北,49956,1994年建
万荣小区,2室2厅,53.83,闸北,高区/6层,朝南北,57217,1994年建
歌林春天馨园,3室2厅,104.68,闸北,高区/6层,朝南北,76423,2002年建
临汾名城,2室2厅,98.8,闸北,中区/14层,朝南北,63259,2006年建
临汾名城,2室1厅,89.5,闸北,低区/15层,朝南,61452,2008年建
星阳苑,2室1厅,87.58,闸北,中区/5层,朝南北,54807,2003年建
普善新苑,2室2厅,102.12,闸北,低区/24层,朝东南,55816,
场中路2131弄,2室1厅,57.43,闸北,低区/7层,朝南,53978,1995年建
柳营路1025弄,1室1厅,44.6,闸北,中区/6层,朝南,66816,1987年建
康德公寓,3室2厅,114,闸北,低区/6层,朝南北,55263,2000年建
三泉公寓,2室1厅,76.26,闸北,低区/6层,朝南北,63991,1999年建
利丰苑,2室2厅,78.07,闸北,高区/6层,朝南,74292,1997年建
绿地海悦,1室1厅,56.17,闸北,低区/29层,朝西南,39166,
广隆公寓,2室2厅,101.21,闸北,低区/25层,朝东南,67187,
悠和家园,3室2厅,130.75,闸北,低区/9层,朝南北,76481,2006年建
安源小区,2室1厅,67.46,闸北,中区/21层,朝南,74117,
彭浦家园,5室2厅,179.05,闸北,低区/18层,朝南北,44121,2001年建
新理想家园,5室2厅,214.8,闸北,高区/11层,朝南北,72160,2002年建
紫金兰花苑,3室2厅,150.38,闸北,高区/12层,朝南北,52533,1999年建
康德公寓,4室2厅,95.79,闸北,高区/6层,朝南,54285,2001年建
芳苑小区,2室1厅,65.92,闸北,低区/7层,朝南北,54611,1996年建
普善新苑,2室2厅,102.12,闸北,低区/24层,朝东南,59244,
心族公寓,2室2厅,92.77,闸北,高区/6层,朝南北,62520,1997年建
三泉公寓,6室4厅,223.65,闸北,高区/6层,朝南北,40241,1998年建
申地公寓,2室2厅,114.08,闸北,中区/22层,朝西北,58730,
歌林春天馨园,3室2厅,113.31,闸北,低区/6层,朝南北,78545,2003年建
华龙大酒店,1室0厅,34.08,闸北,中区/16层,朝南,38145,
凯成苑,3室2厅,132.44,闸北,高区/4层,朝南北,56478,2000年建
上工新村,2室1厅,55.12,闸北,高区/6层,朝南北,69847,1982年建
冠华大楼,1室1厅,50.55,闸北,低区/4层,朝南北,49455,1955年建
三泉家园,5室3厅,184.65,闸北,高区/6层,朝南,40617,2002年建
宁和小区,2室1厅,58.34,闸北,高区/6层,朝南北,74562,1991年建
歌林春天馨园,3室2厅,106.17,闸北,中区/6层,朝南北,77234,2002年建
复地新都国际,3室2厅,150,闸北,低区/32层,朝南北,96666,2011年建
中海万锦城（二期）,2室1厅,61.03,闸北,低区/19层,朝东北,65541,2012年建
新梅共和城,3室2厅,151.5,闸北,高区/13层,朝南北,77227,2002年建
保德路1010弄,2室0厅,51,闸北,低区/6层,朝南北,54901,1992年建
紫金兰花苑,2室2厅,89.87,闸北,中区/6层,朝南,57861,1999年建
苏家巷小区,2室0厅,54.96,闸北,中区/6层,朝南北,68231,1991年建
久乐苑,2室2厅,98.23,闸北,中区/7层,朝南北,64135,1998年建
精文城上城,3室2厅,198,闸北,高区/28层,朝南北,65656,2004年建
阳城贵都,1室1厅,57.24,闸北,高区/10层,朝东南,75122,2009年建
越秀苑,3室2厅,132.14,闸北,低区/27层,朝南,63947,
精文城上城,4室2厅,200.42,闸北,高区/28层,朝南北,65861,2004年建
阳城世家苑,3室1厅,133.12,闸北,高区/7层,朝南,66105,2007年建
明园森林都市,3室2厅,120.68,闸北,低区/30层,朝南,63390,
紫金兰花苑,4室2厅,145,闸北,高区/6层,朝南北,55172,1999年建
和兰苑,4室3厅,196.23,闸北,高区/6层,朝南北,50960,2001年建
灵广花园,2室2厅,90.34,闸北,高区/7层,朝南北,66415,1998年建
紫兰苑,3室2厅,127.18,闸北,高区/17层,朝南北,70765,2007年建
翔前小区,1室1厅,41.8,闸北,高区/6层,,55023,1994年建
临汾花园,2室0厅,55.08,闸北,高区/6层,朝南,58097,1997年建
临汾花园,2室1厅,67.46,闸北,高区/6层,朝南北,52623,
阳曲路760弄,1室1厅,45.63,闸北,中区/6层,朝南,55884,1994年建
万荣小区,2室1厅,55.11,闸北,高区/6层,朝南北,65323,1996年建
阳曲路470弄,1室0厅,39.2,闸北,高区/6层,朝南北,53571,1992年建
汾西路400弄,2室1厅,54,闸北,高区/6层,朝南北,52777,1987年建
鹏程宝都,3室2厅,124.27,闸北,高区/14层,朝南,53110,1998年建
阳曲小区,2室1厅,57.49,闸北,高区/6层,朝南,52182,1987年建
共康四村,1室1厅,50.11,闸北,高区/6层,朝南,50888,1995年建
保德路241弄,2室1厅,60.69,闸北,中区/6层,朝南北,54374,1994年建
和源名城,2室1厅,72.82,闸北,低区/33层,朝南北,63856,2011年建
阳景小区,2室0厅,48,闸北,高区/6层,,60416,1993年建
永和三村,1室1厅,47.1,闸北,高区/6层,朝南北,61571,1996年建
永和三村,2室0厅,58.11,闸北,高区/6层,朝南北,55067,1996年建
景凤路205弄,2室1厅,57.31,闸北,低区/6层,朝南,54091,1995年建
五月花都荟豪庭（公寓）,1室0厅,48.82,闸北,高区/38层,朝南,102212,2011年建
延长小区（闸北）,1室0厅,29.93,闸北,高区/6层,朝南,91881,1980年建
粤秀苑,2室1厅,65.62,闸北,中区/6层,朝南,77415,1996年建
闻喜路1223弄,1室0厅,33.4,闸北,低区/6层,朝南,65868,1990年建
广茂苑,2室1厅,74.84,闸北,高区/6层,朝南,68145,1998年建
明园森林都市,3室2厅,88.14,闸北,高区/33层,朝南北,86226,2013年建
上海滩大宁城（公寓）,3室2厅,92.88,闸北,高区/32层,,102282,2011年建
上海滩大宁城（公寓）,3室2厅,90.1,闸北,中区/32层,朝南,86570,2011年建
天道俪晶国际公寓,1室1厅,48.39,闸北,低区/31层,朝南,72328,2005年建
紫兰苑,3室2厅,120.15,闸北,高区/6层,朝南北,73241,
广茂苑,3室2厅,118.28,闸北,高区/6层,朝南,67636,1998年建
上海滩大宁城（公寓）,2室2厅,91.02,闸北,低区/22层,朝南,83498,2011年建
岭南路700弄,1室1厅,43.83,闸北,高区/6层,朝南,52475,1988年建
龙盛佳苑,1室1厅,46.54,闸北,中区/15层,朝南,75204,2011年建
岭南路100弄,2室1厅,67.27,闸北,高区/6层,朝南北,54258,1989年建
龙潭小区,1室1厅,42.97,闸北,高区/6层,朝南,62834,1995年建
延长小区（闸北）,1室1厅,34.62,闸北,高区/6层,朝南北,77989,1981年建
合兴小区,2室1厅,76.3,闸北,低区/20层,朝东,64875,1993年建
慧芝湖花园,1室2厅,84.26,闸北,高区/29层,朝东南,86636,2012年建
阳城贵都,2室2厅,96.12,闸北,低区/11层,朝南北,78027,2008年建
康平小区,1室0厅,30.25,闸北,高区/6层,朝南,64462,1987年建
平顺路790弄,1室1厅,45.84,闸北,中区/6层,朝南,63699,1993年建
精文城上城,3室2厅,141.8,闸北,低区/28层,朝南北,74047,2004年建
康平小区,1室0厅,30.25,闸北,中区/6层,朝南,68760,1987年建
宁和小区,1室1厅,47.15,闸北,中区/7层,朝南,86956,1992年建
慧芝湖花园,2室2厅,90.73,闸北,高区/32层,朝南,108012,
